,crawled_at,address,estado,city,area,rooms,bathrooms,garage,condo,price_rent
4183,2022-06-23 21:27:00,"Rua 08H, 204 - Prefeito José Walter, Fortaleza - CE",CE,fortaleza,44.0,2.0,2.0,1.0,257.0,800.0
4257,2022-06-23 21:27:00,"Avenida Odilon Guimarães - Curió, Fortaleza - CE",CE,fortaleza,59.0,3.0,1.0,1.0,350.0,600.0
4295,2022-06-23 21:28:00,"Rua Bárbara de Alencar, 1920 - Aldeota, Fortaleza - CE",CE,fortaleza,79.0,3.0,2.0,1.0,350.0,1280.0
4296,2022-06-23 21:28:00,"Avenida Francisco Sá, 5286 - Cristo Redentor, Fortaleza - CE",CE,fortaleza,55.0,2.0,1.0,1.0,300.0,1100.0
4298,2022-06-23 21:28:00,"Avenida Historiador Raimundo Girão, 860 - Praia de Iracema, Fortaleza - CE",CE,fortaleza,140.0,3.0,4.0,2.0,1000.0,8000.0
4299,2022-06-23 21:28:00,"Rua Barbosa de Freitas, 1800 - Aldeota, Fortaleza - CE",CE,fortaleza,140.0,3.0,3.0,2.0,1200.0,1800.0
4300,2022-06-23 21:28:00,"Rua Pascoal de Castro Alves, 51 - Vicente Pinzon, Fortaleza - CE",CE,fortaleza,140.0,3.0,4.0,0.0,1300.0,900.0
4301,2022-06-23 21:28:00,"Rua César Fonseca, 410 - Cocó, Fortaleza - CE",CE,fortaleza,95.0,3.0,3.0,1.0,730.0,1350.0
4302,2022-06-23 21:28:00,"Rua Teresa Cristina - Farias Brito, Fortaleza - CE",CE,fortaleza,76.0,2.0,2.0,1.0,200.0,720.0
4303,2022-06-23 21:28:00,"Presidente Kennedy, Fortaleza - CE",CE,fortaleza,75.0,2.0,1.0,1.0,250.0,950.0
4304,2022-06-23 21:28:00,"Rua Mestre Jerônimo, 180 - Varjota, Fortaleza - CE",CE,fortaleza,63.0,3.0,2.0,2.0,740.0,1250.0
4305,2022-06-23 21:28:00,"Rua dos Tabajaras, 138 - Praia de Iracema, Fortaleza - CE",CE,fortaleza,60.0,2.0,2.0,1.0,580.0,1600.0
4307,2022-06-23 21:28:00,"Rua Gontran Giffoni, 100 - Guararapes, Fortaleza - CE",CE,fortaleza,82.0,3.0,4.0,2.0,413.0,2300.0
4309,2022-06-23 21:28:00,"Rua Doutor José Lourenço - Meireles, Fortaleza - CE",CE,fortaleza,73.0,2.0,1.0,2.0,750.0,4900.0
4310,2022-06-23 21:28:00,"Rua 08H - Passaré, Fortaleza - CE",CE,fortaleza,65.0,2.0,2.0,1.0,290.0,950.0
4311,2022-06-23 21:28:00,"Avenida da Universidade, 1949 - Benfica, Fortaleza - CE",CE,fortaleza,100.0,4.0,2.0,1.0,820.0,1400.0
4313,2022-06-23 21:28:00,"Parangaba, Fortaleza - CE",CE,fortaleza,65.0,3.0,1.0,1.0,526.0,1100.0
4314,2022-06-23 21:28:00,"Centro, Fortaleza - CE",CE,fortaleza,64.0,3.0,2.0,1.0,305.0,1960.0
4315,2022-06-23 21:28:00,"Meireles, Fortaleza - CE",CE,fortaleza,200.0,4.0,4.0,3.0,1480.0,4100.0
4318,2022-06-23 21:28:00,"Rua Professor Wilson Aguiar, 199 - Edson Queiroz, Fortaleza - CE",CE,fortaleza,100.0,2.0,2.0,2.0,670.0,1500.0
4319,2022-06-23 21:28:00,"Meireles, Fortaleza - CE",CE,fortaleza,56.0,2.0,2.0,1.0,600.0,5350.0
4321,2022-06-23 21:28:00,"Benfica, Fortaleza - CE",CE,fortaleza,82.0,3.0,2.0,1.0,400.0,1200.0
4322,2022-06-23 21:28:00,"Rua Carlos Vasconcelos, 2427 - Joaquim Tavora, Fortaleza - CE",CE,fortaleza,93.0,2.0,2.0,2.0,1200.0,1300.0
4324,2022-06-23 21:28:00,"Rua Anastácio Mendes Braga, 165 - Engenheiro Luciano Cavalcante, Fortaleza - CE",CE,fortaleza,75.0,3.0,2.0,1.0,417.0,1000.0
4325,2022-06-23 21:28:00,"Rua Carlos Vasconcelos, 308 - Meireles, Fortaleza - CE",CE,fortaleza,78.0,2.0,3.0,2.0,700.0,2500.0
4326,2022-06-23 21:28:00,"Rua Luiza Miranda Coelho, 1355 - Engenheiro Luciano Cavalcante, Fortaleza - CE",CE,fortaleza,71.0,3.0,2.0,2.0,333.0,2387.0
4368,2022-06-23 21:28:00,"Rua Barão de Aracati, 444 - Meireles, Fortaleza - CE",CE,fortaleza,200.0,4.0,5.0,3.0,1300.0,5600.0
4369,2022-06-23 21:28:00,"Rua Maria Tomásia - Aldeota, Fortaleza - CE",CE,fortaleza,210.0,4.0,4.0,4.0,1435.0,3200.0
4370,2022-06-23 21:28:00,"Rua Silva Paulet - Meireles, Fortaleza - CE",CE,fortaleza,171.0,3.0,4.0,3.0,2600.0,1800.0
4371,2022-06-23 21:28:00,"Rua Bento Albuquerque, 810 - Cocó, Fortaleza - CE",CE,fortaleza,76.0,2.0,2.0,2.0,698.0,2909.0
4373,2022-06-23 21:28:00,"Rua Alberto Feitosa Lima - Guararapes, Fortaleza - CE",CE,fortaleza,62.0,2.0,2.0,2.0,900.0,2799.0
4374,2022-06-23 21:28:00,"Avenida Ministro José Américo - Cambeba, Fortaleza - CE",CE,fortaleza,50.0,2.0,2.0,1.0,330.0,1000.0
4376,2022-06-23 21:28:00,"Meireles, Fortaleza - CE",CE,fortaleza,56.0,2.0,1.0,1.0,600.0,4690.0
4379,2022-06-23 21:28:00,"Rua Leão Veloso - Parque Iracema, Fortaleza - CE",CE,fortaleza,90.0,3.0,2.0,2.0,700.0,2300.0
4380,2022-06-23 21:28:00,"Rua Lauro Maia, 353 - Fátima, Fortaleza - CE",CE,fortaleza,24.0,1.0,1.0,0.0,80.0,600.0
4383,2022-06-23 21:28:00,"Rua 3, 200 - Cidade dos Funcionários, Fortaleza - CE",CE,fortaleza,91.0,3.0,3.0,2.0,561.0,2580.0
4384,2022-06-23 21:28:00,"Rua Vilebaldo Aguiar, 2315 - Cocó, Fortaleza - CE",CE,fortaleza,111.0,3.0,4.0,0.0,764.0,4000.0
4388,2022-06-23 21:28:00,"Avenida Rui Barbosa, 640 - Meireles, Fortaleza - CE",CE,fortaleza,230.0,3.0,3.0,3.0,1688.0,3000.0
4390,2022-06-23 21:28:00,"Rua Nunes Valente, 931 - Aldeota, Fortaleza - CE",CE,fortaleza,146.0,3.0,2.0,1.0,450.0,1800.0
4391,2022-06-23 21:28:00,"Aldeota, Fortaleza - CE",CE,fortaleza,136.0,3.0,2.0,1.0,750.0,3250.0
4392,2022-06-23 21:28:00,"Cocó, Fortaleza - CE",CE,fortaleza,140.0,3.0,4.0,1.0,1200.0,1400.0
4395,2022-06-23 21:28:00,"Avenida Santos Dumont, 6400 - Cocó, Fortaleza - CE",CE,fortaleza,115.0,4.0,1.0,1.0,820.0,1600.0
4396,2022-06-23 21:28:00,"Rua Cândido Maia, 70 - Antônio Bezerra, Fortaleza - CE",CE,fortaleza,62.0,3.0,2.0,1.0,475.0,1100.0
4397,2022-06-23 21:28:00,"Avenida José Leon, 1256 - Cidade dos Funcionários, Fortaleza - CE",CE,fortaleza,58.0,3.0,2.0,1.0,430.0,870.0
4398,2022-06-23 21:28:00,"Rua Tibúrcio Cavalcanti, 847 - Meireles, Fortaleza - CE",CE,fortaleza,80.0,3.0,2.0,2.0,674.0,2100.0
4399,2022-06-23 21:28:00,"Cidade 2000, Fortaleza - CE",CE,fortaleza,37.0,1.0,1.0,0.0,100.0,700.0
4439,2022-06-23 21:28:00,"Rua Doutor Gilberto Studart, 1959 - Cocó, Fortaleza - CE",CE,fortaleza,100.0,3.0,3.0,1.0,660.0,1300.0
4442,2022-06-23 21:28:00,"Rua Barão de Canindé - Itaoca, Fortaleza - CE",CE,fortaleza,80.0,3.0,1.0,1.0,381.0,750.0
4444,2022-06-23 21:28:00,"JOSE DE ALENCAR, Fortaleza - CE",CE,fortaleza,65.0,2.0,1.0,1.0,350.0,863.0
4445,2022-06-23 21:28:00,"Rua Ovídio Nogueira, 223 - Maraponga, Fortaleza - CE",CE,fortaleza,60.0,2.0,1.0,1.0,80.0,700.0
4446,2022-06-23 21:28:00,"Rua Joaquim Nabuco - Aldeota, Fortaleza - CE",CE,fortaleza,120.0,3.0,3.0,2.0,1234.0,1800.0
4447,2022-06-23 21:28:00,"Rua Tibúrcio Cavalcanti, 411 - Meireles, Fortaleza - CE",CE,fortaleza,234.0,4.0,6.0,3.0,2100.0,5000.0
4449,2022-06-23 21:28:00,"Avenida Rui Barbosa, 748 - Meireles, Fortaleza - CE",CE,fortaleza,260.0,4.0,4.0,2.0,2196.0,2900.0
4450,2022-06-23 21:28:00,"Rua Moreira de Sousa, 200 - Parquelândia, Fortaleza - CE",CE,fortaleza,48.0,2.0,1.0,0.0,180.0,900.0
4451,2022-06-23 21:28:00,"Rua João Cordeiro, 1991 - Aldeota, Fortaleza - CE",CE,fortaleza,80.0,3.0,2.0,2.0,600.0,970.0
4452,2022-06-23 21:28:00,"Rua Henrique Ellery, 121 - Presidente Kennedy, Fortaleza - CE",CE,fortaleza,56.0,2.0,2.0,1.0,200.0,700.0
4453,2022-06-23 21:28:00,"Rua Tibúrcio Pereira, 431 - Cajazeiras, Fortaleza - CE",CE,fortaleza,61.0,3.0,1.0,1.0,255.0,600.0
4454,2022-06-23 21:28:00,"Rua Doutor Batista de Oliveira, 250 - Papicu, Fortaleza - CE",CE,fortaleza,115.0,3.0,3.0,2.0,751.0,3000.0
4457,2022-06-23 21:28:00,"Aldeota, Fortaleza - CE",CE,fortaleza,90.0,3.0,2.0,2.0,1000.0,3100.0
4458,2022-06-23 21:28:00,"Rua Arruda Câmara, 509 - Vila Peri, Fortaleza - CE",CE,fortaleza,56.0,2.0,1.0,1.0,240.0,580.0
4459,2022-06-23 21:28:00,"Avenida Antônio Justa - Meireles, Fortaleza - CE",CE,fortaleza,120.0,3.0,3.0,1.0,790.0,1300.0
4461,2022-06-23 21:28:00,"Rua Monsenhor Catão, 1283 - Aldeota, Fortaleza - CE",CE,fortaleza,126.0,3.0,4.0,2.0,1000.0,2000.0
4462,2022-06-23 21:28:00,"Avenida Visconde do Rio Branco, 3059 - Joaquim Tavora, Fortaleza - CE",CE,fortaleza,100.0,2.0,3.0,1.0,550.0,1100.0
4464,2022-06-23 21:28:00,"Rua Senador Pompeu, 2610 - Fátima, Fortaleza - CE",CE,fortaleza,68.0,3.0,2.0,1.0,574.0,2500.0
4465,2022-06-23 21:28:00,"Rua Professora Francisca Almeida de Sousa, 255 - De Lourdes, Fortaleza - CE",CE,fortaleza,117.0,3.0,5.0,2.0,725.0,4000.0
4466,2022-06-23 21:28:00,"Rua Escrivão Pinheiro, 4195 - São João do Tauape, Fortaleza - CE",CE,fortaleza,119.0,2.0,3.0,2.0,300.0,1000.0
4468,2022-06-23 21:28:00,"Praia do Futuro, Fortaleza - CE",CE,fortaleza,35.0,1.0,1.0,1.0,550.0,1700.0
4469,2022-06-23 21:28:00,"Rua Barão de Aracati, 145 - Meireles, Fortaleza - CE",CE,fortaleza,56.0,2.0,2.0,1.0,566.0,3800.0
4470,2022-06-23 21:28:00,"Rua Fonseca Lobo, 560 - Aldeota, Fortaleza - CE",CE,fortaleza,132.0,3.0,4.0,3.0,1232.0,2300.0
4471,2022-06-23 21:28:00,"Rua Epifânio Leite, 469 - Jacarecanga, Fortaleza - CE",CE,fortaleza,30.0,1.0,1.0,0.0,40.0,650.0
4494,2022-06-23 21:28:00,"Rua Poetisa Violeta Formiga, 120 - Bessa, João Pessoa - PB",PB,joao-pessoa,52.0,2.0,1.0,1.0,200.0,1800.0
4832,2022-06-23 21:29:00,"Rua José Gonçalves de Abrantes, 165 - Jardim Oceania, João Pessoa - PB",PB,joao-pessoa,49.0,2.0,2.0,0.0,180.0,2320.0
4941,2022-06-23 21:30:00,"Rua Olívio Pinto - Jardim Oceania, João Pessoa - PB",PB,joao-pessoa,215.0,4.0,4.0,2.0,1000.0,5500.0
5085,2022-06-23 21:30:00,"Tambauzinho, João Pessoa - PB",PB,joao-pessoa,27.0,1.0,1.0,1.0,150.0,800.0
5120,2022-06-23 21:30:00,"Bessa, João Pessoa - PB",PB,joao-pessoa,34.0,1.0,1.0,0.0,400.0,1400.0
5157,2022-06-23 21:31:00,"Avenida Índio Arabutan - Cabo Branco, João Pessoa - PB",PB,joao-pessoa,40.0,1.0,1.0,1.0,500.0,2000.0
5194,2022-06-23 21:31:00,"Avenida Cabo Branco - Cabo Branco, João Pessoa - PB",PB,joao-pessoa,71.0,2.0,1.0,2.0,504.0,3500.0
5265,2022-06-23 21:31:00,"Rua Euzely Fabrício de Souza, 520 - Manaíra, João Pessoa - PB",PB,joao-pessoa,65.0,2.0,2.0,1.0,430.0,2900.0
5300,2022-06-23 21:31:00,"Avenida Maria Rosa - Manaíra, João Pessoa - PB",PB,joao-pessoa,111.0,4.0,3.0,1.0,400.0,2700.0
5372,2022-06-23 21:31:00,"Ernani Sátiro, João Pessoa - PB",PB,joao-pessoa,50.0,2.0,2.0,0.0,200.0,500.0
5480,2022-06-23 21:32:00,"Brisamar, João Pessoa - PB",PB,joao-pessoa,319.0,3.0,1.0,2.0,1500.0,6000.0
5516,2022-06-23 21:32:00,"Jardim Cidade Universitária, João Pessoa - PB",PB,joao-pessoa,60.0,2.0,2.0,1.0,200.0,1550.0
5555,2022-06-23 21:32:00,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",PE,recife,100.0,3.0,2.0,1.0,800.0,2000.0
5557,2022-06-23 21:32:00,"Rua Visconde de Jequitinhonha - Boa Viagem, Recife - PE",PE,recife,150.0,4.0,4.0,2.0,1300.0,3500.0
5558,2022-06-23 21:32:00,"Rua Francisco da Cunha, 1810 - Boa Viagem, Recife - PE",PE,recife,154.0,4.0,4.0,2.0,1054.0,5500.0
5559,2022-06-23 21:32:00,"Rua Guilherme Pinto, 345 - Graças, Recife - PE",PE,recife,82.0,3.0,2.0,1.0,650.0,1400.0
5562,2022-06-23 21:32:00,"Rua Aviador Severiano Lins - Boa Viagem, Recife - PE",PE,recife,57.0,2.0,2.0,1.0,512.0,2500.0
5563,2022-06-23 21:32:00,"Rua da Amizade, 223 - Graças, Recife - PE",PE,recife,80.0,2.0,2.0,1.0,900.0,1590.0
5564,2022-06-23 21:32:00,"Rua Hipólito Braga, 145 - Rosarinho, Recife - PE",PE,recife,90.0,3.0,3.0,2.0,650.0,3990.0
5566,2022-06-23 21:32:00,"Rua Quarenta e Oito, 117 - Espinheiro, Recife - PE",PE,recife,55.0,2.0,1.0,1.0,500.0,2790.0
5568,2022-06-23 21:32:00,"Rua Quarenta e Oito, 117 - Espinheiro, Recife - PE",PE,recife,35.0,1.0,1.0,1.0,315.0,2100.0
5569,2022-06-23 21:32:00,"Rua Aristides Muniz, 65 - Boa Viagem, Recife - PE",PE,recife,30.0,1.0,1.0,1.0,510.0,1690.0
5570,2022-06-23 21:32:00,"Avenida Boa Viagem, 3650 - Boa Viagem, Recife - PE",PE,recife,235.0,4.0,5.0,3.0,2300.0,11000.0
5571,2022-06-23 21:32:00,"Avenida Fernando Simões Barbosa, 646 - Boa Viagem, Recife - PE",PE,recife,115.0,3.0,3.0,2.0,875.0,2500.0
5572,2022-06-23 21:32:00,"Rua José de Alencar, 493 - Boa Vista, Recife - PE",PE,recife,35.0,1.0,1.0,1.0,400.0,700.0
5574,2022-06-23 21:32:00,"Rua Dhália, 74 - Boa Viagem, Recife - PE",PE,recife,152.0,3.0,2.0,3.0,1100.0,3600.0
5575,2022-06-23 21:32:00,"Rua Manuel de Carvalho, 226 - Aflitos, Recife - PE",PE,recife,114.0,3.0,3.0,1.0,1.0,2800.0
5578,2022-06-23 21:32:00,"Rua Professor João Medeiros, 533 - Boa Viagem, Recife - PE",PE,recife,70.0,2.0,2.0,1.0,586.0,1150.0
5579,2022-06-23 21:32:00,"Avenida Boa Viagem, 3650 - Boa Viagem, Recife - PE",PE,recife,232.0,4.0,6.0,3.0,2300.0,11000.0
5660,2022-06-23 21:33:00,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",PE,recife,75.0,3.0,2.0,1.0,570.0,2800.0
5661,2022-06-23 21:33:00,"Avenida Fernando Simões Barbosa, 668 - Boa Viagem, Recife - PE",PE,recife,94.0,3.0,3.0,2.0,760.0,2300.0
5771,2022-06-23 21:33:00,"Rua Francisco da Cunha, 1747 - Boa Viagem, Recife - PE",PE,recife,98.0,3.0,4.0,2.0,760.0,2300.0
5774,2022-06-23 21:33:00,"Rua da Harmonia, 305 - Casa Amarela, Recife - PE",PE,recife,61.0,2.0,1.0,1.0,531.0,1700.0
5780,2022-06-23 21:33:00,"Rua General Americano Freire, 430 - Boa Viagem, Recife - PE",PE,recife,43.0,1.0,1.0,1.0,1.0,1900.0
5786,2022-06-23 21:33:00,"Rua da Amizade, 217 - Graças, Recife - PE",PE,recife,84.0,2.0,1.0,1.0,806.0,1328.0
5792,2022-06-23 21:33:00,"Rua Baltazar Passos, 260 - Boa Viagem, Recife - PE",PE,recife,100.0,3.0,4.0,2.0,970.0,2300.0
5795,2022-06-23 21:33:00,"Rua Antônio de Sá Leitão, 26 - Boa Viagem, Recife - PE",PE,recife,87.0,2.0,3.0,2.0,790.0,3500.0
5846,2022-06-23 21:34:00,"Rua Professor Ruy Baptista - Boa Viagem, Recife - PE",PE,recife,135.0,4.0,3.0,2.0,900.0,3800.0
5847,2022-06-23 21:34:00,"Rua Bruno Veloso, 284 - Boa Viagem, Recife - PE",PE,recife,91.0,3.0,2.0,2.0,850.0,4000.0
5851,2022-06-23 21:34:00,"Jardim São Paulo, Recife - PE",PE,recife,74.0,3.0,2.0,1.0,470.0,1050.0
5864,2022-06-23 21:34:00,"Avenida Doutor Malaquias, 145 - Graças, Recife - PE",PE,recife,75.0,3.0,2.0,1.0,680.0,2330.0
5865,2022-06-23 21:34:00,"Rua Santo Elias, 290 - Espinheiro, Recife - PE",PE,recife,47.0,2.0,1.0,1.0,390.0,2150.0
5873,2022-06-23 21:34:00,"Rua Le Parc, 100 - Boa Viagem, Recife - PE",PE,recife,120.0,3.0,5.0,2.0,1.0,5700.0
6029,2022-06-23 21:34:00,"Avenida Santos Dumont, 1083 - Rosarinho, Recife - PE",PE,recife,60.0,2.0,2.0,1.0,550.0,1300.0
6030,2022-06-23 21:34:00,"Rua Viriato Correia, 71 - Boa Viagem, Recife - PE",PE,recife,74.0,3.0,2.0,1.0,1.0,3500.0
6031,2022-06-23 21:34:00,"Avenida Beira Rio, 741 - Madalena, Recife - PE",PE,recife,41.0,1.0,1.0,1.0,730.0,2500.0
6040,2022-06-23 21:34:00,"Rua Hermógenes de Morais, 230 - Madalena, Recife - PE",PE,recife,54.0,2.0,2.0,1.0,650.0,2400.0
6049,2022-06-23 21:34:00,"Rua Setúbal - Boa Viagem, Recife - PE",PE,recife,192.0,4.0,3.0,1.0,1300.0,3700.0
6054,2022-06-23 21:35:00,"Avenida Boa Viagem, 5274 - Boa Viagem, Recife - PE",PE,recife,240.0,4.0,5.0,3.0,2300.0,11000.0
6092,2022-06-23 21:35:00,"Rua Antônio Falcão, 979 - Boa Viagem, Recife - PE",PE,recife,81.0,3.0,2.0,2.0,468.0,3700.0
6139,2022-06-23 21:35:00,"Boa Viagem, Recife - PE",PE,recife,405.0,4.0,5.0,4.0,2990.0,9300.0
6142,2022-06-23 21:35:00,"Boa Viagem, Recife - PE",PE,recife,98.0,3.0,4.0,2.0,760.0,2200.0
6146,2022-06-23 21:35:00,"Rua Tenente João Cícero, 498 - Boa Viagem, Recife - PE",PE,recife,90.0,3.0,2.0,2.0,850.0,3000.0
6152,2022-06-23 21:35:00,"Rua Isaac Salazar - Tamarineira, Recife - PE",PE,recife,218.0,4.0,6.0,3.0,1050.0,5040.0
6214,2022-06-23 21:35:00,"Rua Antônio Valdevino Costa, 280 - Cordeiro, Recife - PE",PE,recife,68.0,3.0,1.0,1.0,450.0,1200.0
6229,2022-06-23 21:35:00,"Boa Viagem, Recife - PE",PE,recife,57.0,2.0,1.0,1.0,660.0,2127.0
6230,2022-06-23 21:35:00,"Avenida Engenheiro Domingos Ferreira, 99 - Boa Viagem, Recife - PE",PE,recife,55.0,2.0,2.0,1.0,1.0,2600.0
6233,2022-06-23 21:35:00,"Jaqueira, Recife - PE",PE,recife,360.0,4.0,5.0,3.0,2000.0,6600.0
6234,2022-06-23 21:35:00,"Rua dos Navegantes - Boa Viagem, Recife - PE",PE,recife,95.0,3.0,3.0,2.0,107000.0,2300.0
6235,2022-06-23 21:35:00,"Rua Félix de Brito Melo, 854 - Boa Viagem, Recife - PE",PE,recife,184.0,4.0,4.0,3.0,1650.0,5500.0
6280,2022-06-23 21:35:00,"Rua Atlântico, 142 - Pina, Recife - PE",PE,recife,136.0,4.0,4.0,0.0,1150.0,6250.0
6286,2022-06-23 21:35:00,"Rua Santana, 74 - Casa Forte, Recife - PE",PE,recife,50.0,2.0,2.0,2.0,600.0,1800.0
6287,2022-06-23 21:35:00,"Rua Faustino Porto, 458 - Boa Viagem, Recife - PE",PE,recife,41.0,1.0,1.0,1.0,535.0,2200.0
6306,2022-06-23 21:36:00,"Rua Baltazar Passos, 259 - Boa Viagem, Recife - PE",PE,recife,170.0,4.0,2.0,3.0,1200.0,4100.0
6307,2022-06-23 21:36:00,"Madalena, Recife - PE",PE,recife,91.0,3.0,3.0,2.0,880.0,2200.0
6344,2022-06-23 21:36:00,"Rua Visconde de Jequitinhonha - Boa Viagem, Recife - PE",PE,recife,160.0,4.0,6.0,3.0,2500.0,6000.0
6420,2022-06-23 21:36:00,"Avenida Rui Barbosa - Jaqueira, Recife - PE",PE,recife,361.0,4.0,5.0,3.0,2000.0,6600.0
6421,2022-06-23 21:36:00,"Rua Dois de Julho, 81 - Santo Amaro, Recife - PE",PE,recife,57.0,2.0,2.0,1.0,309.0,2200.0
6424,2022-06-23 21:36:00,"Avenida Boa Viagem, 3416 - Boa Viagem, Recife - PE",PE,recife,380.0,4.0,6.0,3.0,2500.0,11500.0
6426,2022-06-23 21:36:00,"Rua Pedro Bergamo, 109 - Boa Viagem, Recife - PE",PE,recife,107.0,3.0,1.0,1.0,825.0,2200.0
6427,2022-06-23 21:36:00,"Rua Costa Gomes, 202 - Madalena, Recife - PE",PE,recife,91.0,3.0,1.0,2.0,700.0,2050.0
6429,2022-06-23 21:36:00,"Rua Antônio de Sá Leitão, 139 - Boa Viagem, Recife - PE",PE,recife,58.0,2.0,2.0,1.0,560.0,2200.0
6430,2022-06-23 21:36:00,"Rua Olavo Bilac, 50 - Boa Viagem, Recife - PE",PE,recife,83.0,2.0,1.0,2.0,850.0,1820.0
6433,2022-06-23 21:36:00,"Rua Félix de Brito Melo, 912 - Boa Viagem, Recife - PE",PE,recife,75.0,3.0,2.0,1.0,650.0,2000.0
6443,2022-06-23 21:36:00,"Rua Imperatriz Tereza Cristina, 134 - Boa Vista, Recife - PE",PE,recife,40.0,2.0,1.0,0.0,1.0,800.0
6444,2022-06-23 21:36:00,"Encruzilhada, Recife - PE",PE,recife,35.0,1.0,1.0,1.0,300.0,1500.0
6499,2022-06-23 21:36:00,"Rua Bartolomeu de Gusmão, 186 - Madalena, Recife - PE",PE,recife,54.0,2.0,1.0,1.0,650.0,2000.0
6506,2022-06-23 21:36:00,"Rua Costa Gomes, 1 - Madalena, Recife - PE",PE,recife,76.0,3.0,3.0,1.0,620.0,2500.0
6517,2022-06-23 21:36:00,"Rua Padre Carapuceiro - Boa Viagem, Recife - PE",PE,recife,69.0,2.0,1.0,1.0,640.0,1059.0
6565,2022-06-23 21:37:00,"Boa Viagem, Recife - PE",PE,recife,98.0,3.0,3.0,2.0,760.0,2300.0
6573,2022-06-23 21:37:00,"Rua do Futuro, 1150 - Jaqueira, Recife - PE",PE,recife,45.0,1.0,2.0,1.0,720.0,2200.0
6576,2022-06-23 21:37:00,"Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE",PE,recife,149.0,4.0,4.0,2.0,750.0,7500.0
6579,2022-06-23 21:37:00,"Rua Mamanguape, 665 - Boa Viagem, Recife - PE",PE,recife,140.0,3.0,2.0,2.0,1100.0,2600.0
6583,2022-06-23 21:37:00,"Rua Setúbal, 638 - Boa Viagem, Recife - PE",PE,recife,170.0,4.0,4.0,3.0,1.0,8000.0
6585,2022-06-23 21:37:00,"Rua Padre Anchieta, 225 - Madalena, Recife - PE",PE,recife,106.0,3.0,3.0,2.0,1100.0,3000.0
6588,2022-06-23 21:37:00,"Paissandu, Recife - PE",PE,recife,44.0,2.0,1.0,1.0,577.0,1700.0
6589,2022-06-23 21:37:00,"Rua Padre Bernardino Pessoa, 291 - Boa Viagem, Recife - PE",PE,recife,50.0,2.0,1.0,0.0,552.0,1648.0
6590,2022-06-23 21:37:00,"Boa Viagem, Recife - PE",PE,recife,154.0,4.0,4.0,2.0,1050.0,5500.0
6594,2022-06-23 21:37:00,"Rua Sá e Souza, 286 - Boa Viagem, Recife - PE",PE,recife,60.0,3.0,1.0,0.0,253.0,1050.0
6662,2022-06-23 21:37:00,"Avenida Almirante Alexandrino de Alencar, 900 - Lagoa Seca, Natal - RN",RN,natal,51.0,2.0,1.0,1.0,269.0,1400.0
6664,2022-06-23 21:37:00,"Avenida Engenheiro Roberto Freire, 121 - Ponta Negra, Natal - RN",RN,natal,77.0,2.0,2.0,1.0,1.0,1400.0
6740,2022-06-23 21:37:00,"Avenida Engenheiro Roberto Freire, 121 - Ponta Negra, Natal - RN",RN,natal,60.0,2.0,2.0,1.0,1.0,2500.0
6884,2022-06-23 21:38:00,"Rua Capitão Abdon Nunes - Tirol, Natal - RN",RN,natal,130.0,3.0,1.0,3.0,1308.0,5500.0
6885,2022-06-23 21:38:00,"Rua Barão do Curumataú - Lagoa Nova, Natal - RN",RN,natal,93.0,3.0,2.0,2.0,1100.0,2700.0
6995,2022-06-23 21:38:00,"Lagoa Nova, Natal - RN",RN,natal,32.0,1.0,1.0,1.0,450.0,1000.0
7005,2022-06-23 21:38:00,"Praia do Meio, Natal - RN",RN,natal,30.0,1.0,1.0,1.0,510.0,540.0
7007,2022-06-23 21:38:00,"Lagoa Nova, Natal - RN",RN,natal,85.0,2.0,2.0,2.0,400.0,1500.0
7008,2022-06-23 21:38:00,"Zona Norte, Natal - RN",RN,natal,50.0,2.0,2.0,1.0,230.0,2000.0
7020,2022-06-23 21:38:00,"Rua Missionário Joel Carlson, 1875 - Capim Macio, Natal - RN",RN,natal,216.0,4.0,3.0,2.0,800.0,2000.0
7021,2022-06-23 21:38:00,"Rua Desembargador Dionísio Filgueira, 777 - Petrópolis, Natal - RN",RN,natal,55.0,2.0,1.0,1.0,1.0,3000.0
7023,2022-06-23 21:38:00,"Lagoa Nova, Natal - RN",RN,natal,75.0,2.0,1.0,1.0,150.0,1500.0
7024,2022-06-23 21:38:00,"Nova Descoberta, Natal - RN",RN,natal,77.0,3.0,2.0,1.0,380.0,800.0
7112,2022-06-23 21:39:00,"Avenida Capitão-mor Gouveia, 3282 - Candelária, Natal - RN",RN,natal,87.0,3.0,2.0,2.0,1.0,3000.0
7116,2022-06-23 21:39:00,"Rua Doutor Múcio Galvão, 459 - Tirol, Natal - RN",RN,natal,163.0,3.0,2.0,3.0,1350.0,380000.0
7123,2022-06-23 21:39:00,"Rua Sebastião Barreto - Neópolis, Natal - RN",RN,natal,80.0,3.0,1.0,1.0,150.0,1100.0
7127,2022-06-23 21:39:00,"Avenida Engenheiro Roberto Freire, 1211 - Ponta Negra, Natal - RN",RN,natal,44.0,1.0,1.0,1.0,1.0,1804.0
7131,2022-06-23 21:39:00,"Tirol, Natal - RN",RN,natal,275.0,5.0,6.0,4.0,1500.0,5000.0
