,crawled_at,address,estado,city,area,rooms,bathrooms,garage,condo,price_rent
2,2022-06-23 21:10:00,"Rua Maria Vasconcelos de Andrade, 1720 - Aruana, Aracaju - SE",SE,aracaju,80.0,3.0,2.0,1.0,400.0,750.0
3,2022-06-23 21:10:00,"Luzia, Aracaju - SE",SE,aracaju,67.0,2.0,1.0,1.0,395.0,1250.0
4,2022-06-23 21:10:00,"Avenida São João Batista, 638 - Ponto Novo, Aracaju - SE",SE,aracaju,70.0,3.0,1.0,1.0,380.0,1200.0
5,2022-06-23 21:10:00,"Rua Matilde Silva Lima, 421 - Luzia, Aracaju - SE",SE,aracaju,65.0,3.0,1.0,1.0,375.0,800.0
6,2022-06-23 21:10:00,"Luzia, Aracaju - SE",SE,aracaju,59.0,3.0,1.0,1.0,370.0,850.0
7,2022-06-23 21:10:00,"Inácio Barbosa, Aracaju - SE",SE,aracaju,48.0,2.0,1.0,1.0,260.0,700.0
8,2022-06-23 21:10:00,"Aruana, Aracaju - SE",SE,aracaju,65.0,3.0,1.0,1.0,285.0,1000.0
9,2022-06-23 21:10:00,"Aeroporto, Aracaju - SE",SE,aracaju,75.0,3.0,2.0,1.0,400.0,2200.0
11,2022-06-23 21:10:00,"Lamarão, Aracaju - SE",SE,aracaju,51.0,2.0,1.0,1.0,209.0,600.0
12,2022-06-23 21:10:00,"Avenida Deputado Pedro Valadares, 940 - Jardins, Aracaju - SE",SE,aracaju,151.0,4.0,1.0,2.0,1430.0,2500.0
14,2022-06-23 21:10:00,"Aeroporto, Aracaju - SE",SE,aracaju,64.0,3.0,2.0,1.0,80.0,600.0
16,2022-06-23 21:10:00,"Farolândia, Aracaju - SE",SE,aracaju,70.0,3.0,1.0,1.0,390.0,1200.0
20,2022-06-23 21:10:00,"Avenida São João Batista, 1505 - Ponto Novo, Aracaju - SE",SE,aracaju,60.0,3.0,1.0,1.0,160.0,650.0
21,2022-06-23 21:10:00,"Avenida Adélia Franco, 3580 - Inácio Barbosa, Aracaju - SE",SE,aracaju,68.0,3.0,1.0,1.0,375.0,1400.0
23,2022-06-23 21:10:00,"Rua Antônio Barbosa de Araújo, 133 - Farolândia, Aracaju - SE",SE,aracaju,75.0,3.0,1.0,1.0,370.0,800.0
24,2022-06-23 21:10:00,"Avenida Maria Pastora, 260 - Farolândia, Aracaju - SE",SE,aracaju,65.0,3.0,1.0,1.0,215.0,800.0
26,2022-06-23 21:10:00,"Farolândia, Aracaju - SE",SE,aracaju,80.0,3.0,3.0,1.0,355.0,1500.0
27,2022-06-23 21:10:00,"Rua B1, 150 - São Conrado, Aracaju - SE",SE,aracaju,52.0,3.0,1.0,1.0,250.0,600.0
29,2022-06-23 21:10:00,"Rua A, 150 - Farolândia, Aracaju - SE",SE,aracaju,70.0,3.0,2.0,1.0,350.0,2000.0
30,2022-06-23 21:10:00,"Centro, Aracaju - SE",SE,aracaju,59.0,2.0,1.0,1.0,85.0,1000.0
31,2022-06-23 21:10:00,"Avenida Murilo Dantas, 1349 - Farolândia, Aracaju - SE",SE,aracaju,70.0,3.0,2.0,1.0,314.0,1200.0
32,2022-06-23 21:10:00,"Rua Heráclito Muniz Barreto, 55 - Luzia, Aracaju - SE",SE,aracaju,110.0,2.0,3.0,1.0,650.0,900.0
33,2022-06-23 21:10:00,"Avenida Presidente Tancredo Neves, 190 - Inácio Barbosa, Aracaju - SE",SE,aracaju,110.0,2.0,4.0,2.0,620.0,2900.0
34,2022-06-23 21:10:00,"Rua João Santana, 215 - Grageru, Aracaju - SE",SE,aracaju,110.0,3.0,3.0,1.0,300.0,1000.0
35,2022-06-23 21:10:00,"Grageru, Aracaju - SE",SE,aracaju,85.0,3.0,1.0,1.0,18.0,850.0
81,2022-06-23 21:10:00,"Avenida Franklin de Campos Sobral, 28 - Grageru, Aracaju - SE",SE,aracaju,64.0,2.0,1.0,1.0,150.0,800.0
85,2022-06-23 21:10:00,"Treze de Julho, Aracaju - SE",SE,aracaju,156.0,3.0,3.0,1.0,500.0,1100.0
87,2022-06-23 21:10:00,"Rua Homero de Oliveira, 397 - Treze de Julho, Aracaju - SE",SE,aracaju,95.0,3.0,3.0,1.0,780.0,1200.0
88,2022-06-23 21:10:00,"Avenida Deputado Sílvio Teixeira, 0 - Jardins, Aracaju - SE",SE,aracaju,124.0,3.0,2.0,1.0,790.0,1200.0
91,2022-06-23 21:10:00,"Centro, Aracaju - SE",SE,aracaju,122.0,3.0,3.0,0.0,900.0,800.0
92,2022-06-23 21:10:00,"Jabotiana, Aracaju - SE",SE,aracaju,72.0,3.0,2.0,1.0,320.0,1800.0
93,2022-06-23 21:10:00,"Rua São Cristóvão, 212 - Centro, Aracaju - SE",SE,aracaju,49.0,1.0,1.0,0.0,188.0,500.0
94,2022-06-23 21:10:00,"Avenida Franklin de Campos Sobral, 0 - Grageru, Aracaju - SE",SE,aracaju,60.0,2.0,2.0,1.0,460.0,1200.0
95,2022-06-23 21:10:00,"Rua Palmira Ramos Teles, 1600 - Luzia, Aracaju - SE",SE,aracaju,68.0,3.0,2.0,1.0,270.0,1200.0
98,2022-06-23 21:10:00,"Rua Armando Barros, 421 - Luzia, Aracaju - SE",SE,aracaju,65.0,3.0,1.0,1.0,430.0,950.0
100,2022-06-23 21:10:00,"Aeroporto, Aracaju - SE",SE,aracaju,74.0,3.0,2.0,1.0,350.0,950.0
101,2022-06-23 21:10:00,"Rua Laranjeiras, 1226 - Getúlio Vargas, Aracaju - SE",SE,aracaju,68.0,2.0,2.0,1.0,150.0,600.0
104,2022-06-23 21:10:00,"Luzia, Aracaju - SE",SE,aracaju,104.0,4.0,3.0,2.0,475.0,2350.0
106,2022-06-23 21:10:00,"Avenida Maria Pastora, 260 - Farolândia, Aracaju - SE",SE,aracaju,58.0,2.0,1.0,0.0,210.0,700.0
107,2022-06-23 21:10:00,"Jardins, Aracaju - SE",SE,aracaju,104.0,3.0,1.0,1.0,710.0,1800.0
145,2022-06-23 21:10:00,"Inácio Barbosa, Aracaju - SE",SE,aracaju,60.0,3.0,1.0,1.0,200.0,980.0
180,2022-06-23 21:11:00,"Avenida Maria Pastora, 260 - Farolândia, Aracaju - SE",SE,aracaju,62.0,3.0,1.0,1.0,200.0,800.0
216,2022-06-23 21:11:00,"Rua Jairo Piassá Fernandes, 215 - Jabotiana, Aracaju - SE",SE,aracaju,60.0,3.0,1.0,1.0,300.0,600.0
217,2022-06-23 21:11:00,"Coroa do Meio, Aracaju - SE",SE,aracaju,94.0,3.0,3.0,1.0,612.0,1300.0
218,2022-06-23 21:11:00,"Rua Josias Vieira Dantas - Coroa do Meio, Aracaju - SE",SE,aracaju,35.0,1.0,1.0,1.0,200.0,600.0
219,2022-06-23 21:11:00,"Rua Jasiel de Brito Côrtes, 715 - Jabotiana, Aracaju - SE",SE,aracaju,10.0,3.0,1.0,1.0,255.0,850.0
252,2022-06-23 21:11:00,"Rua Tenente Waldir dos Santos, 545 - Farolândia, Aracaju - SE",SE,aracaju,67.0,3.0,1.0,1.0,260.0,550.0
253,2022-06-23 21:11:00,"Luzia, Aracaju - SE",SE,aracaju,106.0,3.0,2.0,0.0,170.0,1000.0
288,2022-06-23 21:11:00,"Jardins, Aracaju - SE",SE,aracaju,300.0,4.0,5.0,4.0,1300.0,10000.0
289,2022-06-23 21:11:00,"Ponto Novo, Aracaju - SE",SE,aracaju,77.0,3.0,3.0,1.0,320.0,1900.0
324,2022-06-23 21:11:00,"São José, Aracaju - SE",SE,aracaju,102.0,2.0,1.0,1.0,500.0,850.0
361,2022-06-23 21:11:00,"Rua Projetada 3, 262 - Jabotiana, Aracaju - SE",SE,aracaju,70.0,3.0,1.0,1.0,425.0,1100.0
432,2022-06-23 21:11:00,"Avenida Murilo Dantas - Farolândia, Aracaju - SE",SE,aracaju,65.0,3.0,1.0,1.0,325.0,900.0
706,2022-06-23 21:13:00,"Rua Comendador Palmeira, 493 - Farol, Maceió - AL",AL,maceio,20.0,1.0,1.0,1.0,450.0,1100.0
853,2022-06-23 21:13:00,"Rua Doutor José Corrêa Filho, 113 - Ponta Verde, Maceió - AL",AL,maceio,60.0,3.0,2.0,1.0,456.0,1600.0
889,2022-06-23 21:13:00,"Avenida Presidente Roosevelt, 375 - Barro Duro, Maceió - AL",AL,maceio,74.0,3.0,3.0,2.0,350.0,2000.0
925,2022-06-23 21:13:00,"Ponta Verde, Maceió - AL",AL,maceio,139.0,2.0,1.0,2.0,1450.0,1900.0
996,2022-06-23 21:14:00,"Rua Marechal Antônio Guedes Muniz, 182 - Jatiúca, Maceió - AL",AL,maceio,110.0,4.0,3.0,2.0,1235.0,1965.0
1241,2022-06-23 21:15:00,"Rua Raimundo Nonato de Castro, 685 - Ponta Negra, Manaus - AM",AM,manaus,146.0,4.0,6.0,3.0,1034.0,3000.0
1247,2022-06-23 21:15:00,"Rua Belo Horizonte - Adrianópolis, Manaus - AM",AM,manaus,32.0,1.0,1.0,1.0,500.0,2300.0
1249,2022-06-23 21:15:00,"Rua Rio Itannana, 240 - Vieiralves, Manaus - AM",AM,manaus,176.0,4.0,4.0,3.0,1900.0,4200.0
1252,2022-06-23 21:15:00,"Rua Billie Holiday, 36 - Parque 10, Manaus - AM",AM,manaus,75.0,3.0,2.0,1.0,570.0,2100.0
1265,2022-06-23 21:15:00,"Avenida do Turismo, 14244 - Tarumã, Manaus - AM",AM,manaus,48.0,2.0,1.0,1.0,197.0,950.0
1461,2022-06-23 21:16:00,"Alameda Zaire, 50 - Ponta Negra, Manaus - AM",AM,manaus,153.0,3.0,5.0,2.0,1400.0,8500.0
1473,2022-06-23 21:16:00,"Planalto, Manaus - AM",AM,manaus,39.0,2.0,1.0,1.0,260.0,1500.0
1525,2022-06-23 21:16:00,"Avenida Coronel Teixeira, 6225 - Ponta Negra, Manaus - AM",AM,manaus,69.0,2.0,2.0,1.0,10.0,3500.0
1530,2022-06-23 21:16:00,"Avenida Jacira Reis, 837 - Dom Pedro I, Manaus - AM",AM,manaus,110.0,3.0,3.0,2.0,10.0,4500.0
1538,2022-06-23 21:16:00,"Ponta Negra, Manaus - AM",AM,manaus,190.0,3.0,3.0,3.0,1700.0,9500.0
1638,2022-06-23 21:16:00,"Avenida Coronel Teixeira - Santo Agostinho, Manaus - AM",AM,manaus,86.0,2.0,3.0,1.0,600.0,3000.0
1643,2022-06-23 21:16:00,"Avenida Coronel Cyrillo Neves, 1280 - Compensa, Manaus - AM",AM,manaus,57.0,2.0,2.0,1.0,450.0,1800.0
1646,2022-06-23 21:16:00,"Rua Jorge Luiz Milani, 640 - Flores, Manaus - AM",AM,manaus,74.0,3.0,2.0,2.0,485.0,2600.0
1649,2022-06-23 21:16:00,"Alameda Alaska, 4 - Ponta Negra, Manaus - AM",AM,manaus,270.0,4.0,5.0,4.0,3000.0,10000.0
1707,2022-06-23 21:17:00,"Rua Wagner, 1340 - Da Paz, Manaus - AM",AM,manaus,42.0,2.0,1.0,0.0,320.0,1550.0
1723,2022-06-23 21:17:00,"Avenida Mário Ypiranga, 1779 - Adrianópolis, Manaus - AM",AM,manaus,320.0,4.0,5.0,3.0,3000.0,9500.0
1773,2022-06-23 21:17:00,"Rua Marechal Bittencourt, 385 - Santo Antônio, Manaus - AM",AM,manaus,76.0,2.0,2.0,1.0,450.0,2500.0
1829,2022-06-23 21:17:00,"Avenida Ephigênio Salles - Adrianópolis, Manaus - AM",AM,manaus,85.0,2.0,1.0,2.0,950.0,4450.0
1831,2022-06-23 21:17:00,"Avenida Mário Ypiranga - Adrianópolis, Manaus - AM",AM,manaus,170.0,3.0,4.0,4.0,1800.0,12000.0
1839,2022-06-23 21:17:00,"Rua Raimundo Nonato de Castro, 550 - Ponta Negra, Manaus - AM",AM,manaus,58.0,2.0,1.0,1.0,468.0,2400.0
1891,2022-06-23 21:17:00,"Avenida Coronel Teixeira, 5803 - Ponta Negra, Manaus - AM",AM,manaus,132.0,4.0,4.0,2.0,10.0,8000.0
1965,2022-06-23 21:18:00,"Chapada, Manaus - AM",AM,manaus,180.0,3.0,5.0,2.0,1500.0,4000.0
1978,2022-06-23 21:18:00,"Rua Raimundo Nonato de Castro, 01 - Ponta Negra, Manaus - AM",AM,manaus,83.0,3.0,2.0,1.0,480.0,2320.0
1981,2022-06-23 21:18:00,"Avenida Professor Nilton Lins, 877 - Flores, Manaus - AM",AM,manaus,69.0,2.0,2.0,1.0,10.0,2500.0
1985,2022-06-23 21:18:00,"Avenida Mário Ypiranga, 1601 - Adrianópolis, Manaus - AM",AM,manaus,285.0,4.0,4.0,3.0,1300.0,4000.0
1986,2022-06-23 21:18:00,"Rua Maceió, 0 - Adrianópolis, Manaus - AM",AM,manaus,300.0,4.0,8.0,5.0,2633.0,12000.0
2030,2022-06-23 21:18:00,"Rua José de Arimatéia, 1001 - Adrianópolis, Manaus - AM",AM,manaus,72.0,2.0,2.0,1.0,615.0,2800.0
2042,2022-06-23 21:18:00,"Avenida Comendador José Cruz, 653 - Lago Azul, Manaus - AM",AM,manaus,42.0,1.0,1.0,1.0,10.0,1100.0
2043,2022-06-23 21:18:00,"Avenida Mário Ypiranga - Adrianópolis, Manaus - AM",AM,manaus,130.0,3.0,4.0,2.0,1260.0,5300.0
2132,2022-06-23 21:18:00,"Parque Dez de Novembro, Manaus - AM",AM,manaus,72.0,3.0,2.0,2.0,407.0,3970.0
2316,2022-06-23 21:19:00,"Avenida Sete de Setembro, 1838 - Vitória, Salvador - BA",BA,salvador,90.0,2.0,3.0,1.0,1720.0,9750.0
2317,2022-06-23 21:19:00,"Rua Estácio Gonzaga, 389 - Horto Florestal, Salvador - BA",BA,salvador,92.0,2.0,3.0,2.0,1300.0,3000.0
2321,2022-06-23 21:19:00,"Rua Edmar Guimarães, 82 - Pituba, Salvador - BA",BA,salvador,75.0,2.0,3.0,2.0,540.0,1300.0
2323,2022-06-23 21:19:00,"Rua Santa Rita de Cássia, 194 - Graça, Salvador - BA",BA,salvador,84.0,3.0,3.0,1.0,934.0,2300.0
2324,2022-06-23 21:19:00,"Rua Rodrigues Dórea, 4707 - Armação, Salvador - BA",BA,salvador,47.0,1.0,1.0,1.0,730.0,2100.0
2325,2022-06-23 21:19:00,"Rua Professor Ildefonso de Mesquita, 167 - Parque Bela Vista, Salvador - BA",BA,salvador,55.0,2.0,2.0,2.0,550.0,2100.0
2326,2022-06-23 21:19:00,"Farol Da Barra, Salvador - BA",BA,salvador,100.0,2.0,2.0,1.0,400.0,4500.0
2329,2022-06-23 21:19:00,"Avenida Juracy Magalhães Júnior, 462 - Rio Vermelho, Salvador - BA",BA,salvador,55.0,1.0,1.0,1.0,487.0,850.0
2330,2022-06-23 21:19:00,"Rua Rio Trobogi, 588 - Piatã, Salvador - BA",BA,salvador,116.0,3.0,3.0,2.0,1030.0,4200.0
2331,2022-06-23 21:19:00,"Avenida Alphaville, 106 - Alphaville I, Salvador - BA",BA,salvador,53.0,1.0,1.0,1.0,550.0,2500.0
2332,2022-06-23 21:19:00,"Rua Luís Eduardo Magalhães - Itapuã, Salvador - BA",BA,salvador,65.0,2.0,2.0,0.0,100.0,800.0
2333,2022-06-23 21:19:00,"Rua Manoel Andrade - Pituba, Salvador - BA",BA,salvador,50.0,1.0,1.0,1.0,710.0,1800.0
2335,2022-06-23 21:19:00,"Rua Aratuba, 233 - Parque Bela Vista, Salvador - BA",BA,salvador,38.0,1.0,1.0,1.0,550.0,885.0
2336,2022-06-23 21:19:00,"Rua Miguel Burnier, 01 - Barra, Salvador - BA",BA,salvador,48.0,1.0,1.0,2.0,615.0,1500.0
2339,2022-06-23 21:19:00,"Rua Camuripeba - Jardim Placaford, Salvador - BA",BA,salvador,180.0,2.0,3.0,1.0,125.0,1750.0
2344,2022-06-23 21:19:00,"Conjunto Recanto do Cabula, 4151 - Cabula, Salvador - BA",BA,salvador,70.0,3.0,1.0,1.0,230.0,1000.0
2346,2022-06-23 21:19:00,"Avenida Centenário, 2484 - Chame-Chame, Salvador - BA",BA,salvador,64.0,2.0,2.0,1.0,750.0,1200.0
2347,2022-06-23 21:19:00,"Rua Sócrates Guanaes Gomes, 58 - Candeal, Salvador - BA",BA,salvador,136.0,4.0,3.0,2.0,1261.0,3000.0
2386,2022-06-23 21:19:00,"Rua Oito de Dezembro, 422 - Graça, Salvador - BA",BA,salvador,120.0,3.0,3.0,1.0,500.0,2500.0
2387,2022-06-23 21:19:00,"Ladeira do Acupe, 1 - Acupe de Brotas, Salvador - BA",BA,salvador,100.0,3.0,2.0,1.0,630.0,1615.0
2389,2022-06-23 21:19:00,"Federação, Salvador - BA",BA,salvador,65.0,1.0,1.0,0.0,80.0,800.0
2397,2022-06-23 21:19:00,"Rua Albertino Cabral Henrique, 221 - Pituaçu, Salvador - BA",BA,salvador,155.0,4.0,6.0,3.0,1620.0,7000.0
2398,2022-06-23 21:19:00,"Barra, Salvador - BA",BA,salvador,45.0,1.0,1.0,1.0,613.0,1500.0
2401,2022-06-23 21:19:00,"Rua Barão de Loreto, 324 - Graça, Salvador - BA",BA,salvador,70.0,2.0,1.0,0.0,574.0,1270.0
2402,2022-06-23 21:19:00,"Rua Ismael de Barros - Federação, Salvador - BA",BA,salvador,64.0,2.0,2.0,1.0,822.0,1960.0
2403,2022-06-23 21:19:00,"Rua Santa Catarina, 68 - Pituba, Salvador - BA",BA,salvador,49.0,1.0,1.0,1.0,380.0,1150.0
2404,2022-06-23 21:19:00,"Rua Cesar Zama - Barra, Salvador - BA",BA,salvador,110.0,3.0,3.0,1.0,850.0,2000.0
2406,2022-06-23 21:19:00,"Rua Manoel Gomes de Mendonça - Pituba, Salvador - BA",BA,salvador,188.0,4.0,5.0,3.0,1600.0,6300.0
2409,2022-06-23 21:20:00,"Avenida Tancredo Neves, 1160 - Caminho Das Árvores, Salvador - BA",BA,salvador,118.0,3.0,3.0,1.0,720.0,2250.0
2410,2022-06-23 21:20:00,"Rua São Braz, 0 - Federação, Salvador - BA",BA,salvador,55.0,2.0,1.0,0.0,180.0,950.0
2411,2022-06-23 21:20:00,"Rua Albertino Cabral Henrique, 212 - Pituaçu, Salvador - BA",BA,salvador,306.0,4.0,7.0,4.0,1926.0,9850.0
2414,2022-06-23 21:20:00,"Rua Irmã Maria Regina - Brotas, Salvador - BA",BA,salvador,45.0,2.0,2.0,1.0,260.0,1050.0
2416,2022-06-23 21:20:00,"Avenida Princesa Leopoldina - Graça, Salvador - BA",BA,salvador,196.0,4.0,4.0,2.0,1050.0,4200.0
2417,2022-06-23 21:20:00,"Rua Salgueiro, 782 - Patamares, Salvador - BA",BA,salvador,276.0,7.0,5.0,4.0,1700.0,13000.0
2459,2022-06-23 21:20:00,"Rua Monte Conselho, 6 - Rio Vermelho, Salvador - BA",BA,salvador,93.0,3.0,3.0,2.0,1199.0,2500.0
2462,2022-06-23 21:20:00,"Rua Albertino Cabral Henrique, 212 - Pituaçu, Salvador - BA",BA,salvador,155.0,4.0,6.0,3.0,1413.0,5500.0
2464,2022-06-23 21:20:00,"Avenida Princesa Isabel - Barra, Salvador - BA",BA,salvador,194.0,4.0,4.0,4.0,1804.0,6000.0
2465,2022-06-23 21:20:00,"Rua Waldemar Falcão, 1752 - Horto Florestal, Salvador - BA",BA,salvador,149.0,4.0,5.0,3.0,1750.0,10000.0
2466,2022-06-23 21:20:00,"Pituba, Salvador - BA",BA,salvador,54.0,1.0,1.0,1.0,531.0,1500.0
2469,2022-06-23 21:20:00,"Avenida Lafayete Coutinho - Comércio, Salvador - BA",BA,salvador,67.0,1.0,1.0,1.0,1100.0,3000.0
2471,2022-06-23 21:20:00,"Alameda Arvoredo - Tancredo Neves, Salvador - BA",BA,salvador,51.0,2.0,1.0,0.0,140.0,700.0
2472,2022-06-23 21:20:00,"Rua Anthenor Tupinambá - Pituba, Salvador - BA",BA,salvador,75.0,2.0,2.0,1.0,700.0,1400.0
2474,2022-06-23 21:20:00,"Avenida Cardeal da Silva, 213 - Federação, Salvador - BA",BA,salvador,50.0,1.0,1.0,1.0,430.0,900.0
2475,2022-06-23 21:20:00,"Conjunto Bosque Imperial, 420 - São Marcos, Salvador - BA",BA,salvador,75.0,3.0,2.0,0.0,350.0,1850.0
2476,2022-06-23 21:20:00,"Avenida Alphaville, 634 - Alphaville I, Salvador - BA",BA,salvador,130.0,4.0,4.0,2.0,950.0,6000.0
2478,2022-06-23 21:20:00,"Horto Florestal, Salvador - BA",BA,salvador,50.0,1.0,1.0,1.0,801.0,2900.0
2479,2022-06-23 21:20:00,"Avenida Dorival Caymmi, 3411 - Itapuã, Salvador - BA",BA,salvador,66.0,3.0,2.0,1.0,467.0,1657.0
2481,2022-06-23 21:20:00,"Rua Sargento Astrolábio, 54 - Pituba, Salvador - BA",BA,salvador,52.0,1.0,1.0,1.0,729.0,1700.0
2484,2022-06-23 21:20:00,"Avenida Edgard Santos, 345 - Narandiba, Salvador - BA",BA,salvador,70.0,3.0,2.0,2.0,483.0,1847.0
2486,2022-06-23 21:20:00,"Rua Edith Mendes da Gama e Abreu - Itaigara, Salvador - BA",BA,salvador,107.0,3.0,3.0,1.0,785.0,2100.0
2490,2022-06-23 21:20:00,"Pituba, Salvador - BA",BA,salvador,131.0,3.0,3.0,1.0,1263.0,3900.0
2491,2022-06-23 21:20:00,"Rua Tenente Fernando Tuy - Pituba, Salvador - BA",BA,salvador,146.0,4.0,5.0,2.0,1480.0,3814.0
2533,2022-06-23 21:20:00,"Rua Barros Pimentel, 96 - Pituaçu, Salvador - BA",BA,salvador,82.0,2.0,2.0,1.0,500.0,1800.0
2534,2022-06-23 21:20:00,"Rua Sócrates Guanaes Gomes - Candeal, Salvador - BA",BA,salvador,135.0,4.0,4.0,2.0,1705.0,4200.0
2535,2022-06-23 21:20:00,"Avenida Sete de Setembro, 1867 - Vitória, Salvador - BA",BA,salvador,95.0,2.0,3.0,2.0,600.0,1800.0
2536,2022-06-23 21:20:00,"Rua Rio de Janeiro, 591 - Pituba, Salvador - BA",BA,salvador,60.0,2.0,1.0,1.0,490.0,1928.0
2537,2022-06-23 21:20:00,"Rua Manoel Antonio Galvão - Pituaçu, Salvador - BA",BA,salvador,140.0,3.0,4.0,2.0,1075.0,8500.0
2538,2022-06-23 21:20:00,"Rua Desembargador João Azevedo Cavalcante, 765 - Jardim Placaford, Salvador - BA",BA,salvador,68.0,2.0,2.0,1.0,320.0,1400.0
2539,2022-06-23 21:20:00,"Rua Graciliano de Freitas, 370 - Roma, Salvador - BA",BA,salvador,60.0,2.0,1.0,1.0,180.0,1250.0
2540,2022-06-23 21:20:00,"Pituaçu, Salvador - BA",BA,salvador,56.0,2.0,2.0,1.0,690.0,1470.0
2541,2022-06-23 21:20:00,"Rua dos Bandeirantes, 771 - Matatu, Salvador - BA",BA,salvador,56.0,2.0,2.0,1.0,706.0,950.0
2542,2022-06-23 21:20:00,"Alameda Salerno, 0 - Pituba, Salvador - BA",BA,salvador,135.0,3.0,5.0,2.0,1150.0,6175.0
2543,2022-06-23 21:20:00,"Avenida Tancredo Neves, 2227 - Caminho Das Árvores, Salvador - BA",BA,salvador,44.0,1.0,1.0,1.0,480.0,1800.0
2545,2022-06-23 21:20:00,"Rua João Mendes da Costa Filho, 345 - Jardim Armacao, Salvador - BA",BA,salvador,44.0,1.0,2.0,2.0,924.0,1855.0
2548,2022-06-23 21:20:00,"Largo Dois de Julho, 248 - Dois de Julho, Salvador - BA",BA,salvador,160.0,4.0,4.0,2.0,1200.0,4300.0
2549,2022-06-23 21:20:00,"Conjunto Veredas do Atlântico I - Patamares, Salvador - BA",BA,salvador,153.0,2.0,3.0,3.0,1550.0,3500.0
2550,2022-06-23 21:20:00,"Rua São Luiz - Barra, Salvador - BA",BA,salvador,80.0,2.0,3.0,0.0,790.0,1450.0
2551,2022-06-23 21:20:00,"Cidade Jardim, Salvador - BA",BA,salvador,110.0,3.0,3.0,2.0,800.0,3236.0
2552,2022-06-23 21:20:00,"Rua Emílio Odebrecht, 49 - Pituba, Salvador - BA",BA,salvador,90.0,2.0,3.0,1.0,730.0,2000.0
2554,2022-06-23 21:20:00,"Rua Doutor Mário Campos, 57 - Parque Bela Vista, Salvador - BA",BA,salvador,38.0,1.0,1.0,0.0,100.0,850.0
2555,2022-06-23 21:20:00,"Avenida Alphaville, 634 - Alphaville I, Salvador - BA",BA,salvador,130.0,3.0,4.0,3.0,950.0,5000.0
2556,2022-06-23 21:20:00,"Alameda dos Flamboyants, 90 - Caminho Das Árvores, Salvador - BA",BA,salvador,48.0,1.0,1.0,1.0,580.0,1600.0
2557,2022-06-23 21:20:00,"Rua Cael, 50 - Acupe de Brotas, Salvador - BA",BA,salvador,68.0,3.0,2.0,1.0,335.0,1665.0
2558,2022-06-23 21:20:00,"Rua Piauí, 795 - Pituba, Salvador - BA",BA,salvador,75.0,2.0,2.0,1.0,476.0,3200.0
2559,2022-06-23 21:20:00,"Avenida Alphaville, 866 - Alphaville I, Salvador - BA",BA,salvador,75.0,1.0,1.0,1.0,700.0,2800.0
2560,2022-06-23 21:20:00,"Rio Vermelho, Salvador - BA",BA,salvador,70.0,2.0,2.0,1.0,280.0,1300.0
2561,2022-06-23 21:20:00,"Avenida Octávio Mangabeira, 370 - Patamares, Salvador - BA",BA,salvador,45.0,1.0,2.0,1.0,100.0,1350.0
2562,2022-06-23 21:20:00,"Alameda Gênova, 168 - Pituba, Salvador - BA",BA,salvador,80.0,3.0,3.0,2.0,800.0,1600.0
2563,2022-06-23 21:20:00,"Graça, Salvador - BA",BA,salvador,118.0,3.0,4.0,2.0,1742.0,3400.0
2604,2022-06-23 21:20:00,"Rua Alceu Amoroso Lima - Caminho Das Árvores, Salvador - BA",BA,salvador,50.0,1.0,1.0,1.0,750.0,3000.0
2605,2022-06-23 21:20:00,"Rio Vermelho, Salvador - BA",BA,salvador,63.0,1.0,2.0,1.0,440.0,1350.0
2606,2022-06-23 21:20:00,"Avenida Cardeal da Silva, 21 - Federação, Salvador - BA",BA,salvador,47.0,1.0,1.0,1.0,680.0,1200.0
2607,2022-06-23 21:20:00,"Caminho Das Árvores, Salvador - BA",BA,salvador,52.0,1.0,1.0,1.0,455.0,1890.0
2609,2022-06-23 21:20:00,"Rua Arthur D'Almeida Couto, 406 - Vila Laura, Salvador - BA",BA,salvador,86.0,3.0,3.0,1.0,600.0,2155.0
2610,2022-06-23 21:20:00,"Rua Doutor Antonio Monteiro - Itaigara, Salvador - BA",BA,salvador,255.0,3.0,4.0,3.0,1694.0,3772.0
2611,2022-06-23 21:20:00,"Rua Waldemar Falcão, 1737 - Horto Florestal, Salvador - BA",BA,salvador,234.0,3.0,5.0,5.0,2800.0,10400.0
2612,2022-06-23 21:20:00,"Rua Cônego José Loreto, 0 - Canela, Salvador - BA",BA,salvador,45.0,1.0,1.0,1.0,760.0,750.0
2613,2022-06-23 21:20:00,"Cidade Jardim, Salvador - BA",BA,salvador,136.0,3.0,5.0,2.0,1657.0,2800.0
2614,2022-06-23 21:20:00,"Rua Aratuba, 233 - Parque Bela Vista, Salvador - BA",BA,salvador,50.0,1.0,1.0,1.0,600.0,1300.0
2615,2022-06-23 21:20:00,"Avenida Antônio Carlos Magalhães, 3305 - Parque Bela Vista, Salvador - BA",BA,salvador,46.0,1.0,1.0,1.0,420.0,1150.0
2616,2022-06-23 21:20:00,"Largo do Campo Grande, 54 - Campo Grande, Salvador - BA",BA,salvador,50.0,1.0,2.0,1.0,580.0,1600.0
2618,2022-06-23 21:20:00,"Rua João da Silva Rego, 62 - Piatã, Salvador - BA",BA,salvador,101.0,3.0,3.0,2.0,700.0,4000.0
2621,2022-06-23 21:20:00,"Rua Território do Rio Branco, 174 - Pituba, Salvador - BA",BA,salvador,150.0,3.0,1.0,1.0,350.0,1400.0
