,address,city,area,rooms,bathrooms,garage,amenites,price_sale,price_rent,condo,crawled_at
5092,"Rua Severina Pereira da Rocha, 95 - Altiplano Cabo Branco, João Pessoa - PB",joao-pessoa,,,,,None,None,None,,2022-06-23 16:35
5093,"Rua Severina Pereira da Rocha, 95 - Altiplano Cabo Branco, João Pessoa - PB",joao-pessoa,,,,,None,None,None,,2022-06-23 16:35
5094,"Avenida Governador Argemiro de Figueiredo - Jardim Oceania, João Pessoa - PB",joao-pessoa,70,2 Quartos,2 Banheiros,1 Vaga,Piscina Portaria 24h Ar-condicionado Cozinha americana,R$ 4.600 /mês,R$ 4.600 /mês,,2022-06-23 16:35
5095,"Avenida Presidente Epitácio Pessoa, 206 - Cabo Branco, João Pessoa - PB",joao-pessoa,49,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Varanda ...,R$ 2.500 /mês,R$ 2.500 /mês,,2022-06-23 16:35
5096,"Avenida Adolfo Loureiro França, 295 - Cabo Branco, João Pessoa - PB",joao-pessoa,60,2 Quartos,2 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:35
5097,"Rua Sidney Clemente Dore, 330 - Tambaú, João Pessoa - PB",joao-pessoa,58,2 Quartos,1 Banheiro,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Aceita animais ...,R$ 3.500 /mês,R$ 435.000,,2022-06-23 16:35
5098,"Rua Bacharel Wilson Flávio Moreira Coutinho, 859 - Jardim Cidade Universitária, João Pessoa - PB",joao-pessoa,50,2 Quartos,1 Banheiro,1 Vaga,Churrasqueira Elevador Área de serviço Cozinha Depósito,R$ 800 /mês,R$ 115.000,R$ 150,2022-06-23 16:35
5099,"Avenida Índio Arabutan, 420 - Cabo Branco, João Pessoa - PB",joao-pessoa,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Academia Espaço gourmet ...,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:35
5100,"Rua Josué Guedes Pereira, 100 - Bessa, João Pessoa - PB",joao-pessoa,82,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Condomínio fechado Varanda ...,R$ 2.500 /mês,R$ 485.000,,2022-06-23 16:35
5101,"Avenida Buarque, 317 - Cabo Branco, João Pessoa - PB",joao-pessoa,70,3 Quartos,2 Banheiros,1 Vaga,Churrasqueira Elevador Piscina Área de serviço,R$ 2.800 /mês,R$ 2.800 /mês,,2022-06-23 16:35
5102,"Avenida Manoel Morais - Manaíra, João Pessoa - PB",joao-pessoa,45,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Elevador Condomínio fechado Aceita animais Ar-condicionado ...,R$ 1.850 /mês,R$ 1.850 /mês,,2022-06-23 16:35
5103,"Bessa, João Pessoa - PB",joao-pessoa,130,3 Quartos,2 Banheiros,1 Vaga,None,R$ 1.500 /mês,R$ 1.500 /mês,,2022-06-23 16:35
5104,"Avenida Governador Argemiro de Figueiredo - Jardim Oceania, João Pessoa - PB",joao-pessoa,40,1 Quarto,1 Banheiro,1 Vaga,Piscina Elevador Condomínio fechado Varanda Aceita animais ...,R$ 1.200 /mês,R$ 1.200 /mês,,2022-06-23 16:35
5105,"Avenida Maria Rosa, 1 - Manaíra, João Pessoa - PB",joao-pessoa,65,3 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Ar-condicionado ...,R$ 2.500 /mês,R$ 2.500 /mês,,2022-06-23 16:35
5106,"Rua Maria Elizabeth, 183 - Cabo Branco, João Pessoa - PB",joao-pessoa,50,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Aceita animais ...,R$ 2.100 /mês,R$ 2.100 /mês,,2022-06-23 16:35
5107,"Jardim Cidade Universitária, João Pessoa - PB",joao-pessoa,54,2 Quartos,2 Banheiros,1 Vaga,None,R$ 1.450 /mês,R$ 1.450 /mês,,2022-06-23 16:35
5108,"Rua Josemar Rodrigues de Carvalho, 530 - Jardim Luna, João Pessoa - PB",joao-pessoa,50,2 Quartos,2 Banheiros,1 Vaga,Perto de vias de acesso,R$ 1.200 /mês,R$ 1.200 /mês,R$ 120,2022-06-23 16:35
5109,"Jardim Cidade Universitária, João Pessoa - PB",joao-pessoa,55,2 Quartos,2 Banheiros,1 Vaga,Garagem Cozinha Jardim,R$ 1.550 /mês,R$ 1.550 /mês,R$ 200,2022-06-23 16:35
5110,"Jardim Oceania, João Pessoa - PB",joao-pessoa,80,3 Quartos,3 Banheiros,2 Vagas,Piscina Churrasqueira Elevador Ar-condicionado Área de serviço ...,R$ 4.500 /mês,R$ 4.500 /mês,,2022-06-23 16:35
5111,"Rua Sidney Clemente Dore - Tambaú, João Pessoa - PB",joao-pessoa,60,2 Quartos,2 Banheiros,1 Vaga,Portaria 24h Portão eletrônico Aceita animais,R$ 1.800 /mês,R$ 1.800 /mês,,2022-06-23 16:35
5112,"Rua Doutor Ephigênio Barbosa da Silva - Jardim Cidade Universitária, João Pessoa - PB",joao-pessoa,120,3 Quartos,1 Banheiro,1 Vaga,Condomínio fechado Portão eletrônico,R$ 2.500 /mês,R$ 2.500 /mês,R$ 200,2022-06-23 16:35
5113,"Rua Fernando Luiz Henriques dos Santos, 2000 - Jardim Oceania, João Pessoa - PB",joao-pessoa,56,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Aceita animais Espaço gourmet ...,R$ 2.000 /mês,R$ 2.000 /mês,,2022-06-23 16:35
5114,"Avenida João Maurício, 1185 - Manaíra, João Pessoa - PB",joao-pessoa,56,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Espaço gourmet ...,R$ 250 /dia,R$ 250 /dia,,2022-06-23 16:35
5115,"Avenida Antônio Lira - Tambaú, João Pessoa - PB",joao-pessoa,78,2 Quartos,2 Banheiros,2 Vagas,None,R$ 6.200 /mês,R$ 6.200 /mês,,2022-06-23 16:35
5116,"Rua Cecília Rodrigues Siqueira, 843 - Jardim Cidade Universitária, João Pessoa - PB",joao-pessoa,69,3 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Academia Espaço gourmet ...,R$ 1.660 /mês,R$ 1.660 /mês,R$ 240,2022-06-23 16:35
5117,"Manaíra, João Pessoa - PB",joao-pessoa,172,3 Quartos,5 Banheiros,3 Vagas,Churrasqueira Elevador Varanda Academia Área de serviço ...,R$ 4.500 /mês,R$ 900.000,,2022-06-23 16:35
5118,"Avenida Governador Argemiro de Figueiredo, 1029 - Jardim Oceania, João Pessoa - PB",joao-pessoa,57,2 Quartos,2 Banheiros,1 Vaga,None,R$ 1.800 /mês,R$ 1.800 /mês,,2022-06-23 16:35
5119,"Rua Francisco Carneiro de Araújo, 07532 - Cabo Branco, João Pessoa - PB",joao-pessoa,56,2 Quartos,2 Banheiros,1 Vaga,None,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:35
5120,"Cabo Branco, João Pessoa - PB",joao-pessoa,140,3 Quartos,1 Banheiro,2 Vagas,Garagem Cozinha Elevador Piscina,R$ 3.000 /mês,R$ 3.000 /mês,,2022-06-23 16:35
5121,"Rua Doutor Frutuoso Dantas, 298 - Cabo Branco, João Pessoa - PB",joao-pessoa,60,2 Quartos,1 Banheiro,1 Vaga,Piscina Elevador Condomínio fechado Aceita animais Espaço gourmet ...,R$ 2.200 /mês,R$ 2.200 /mês,,2022-06-23 16:35
5122,"Avenida Antônio Lira, 1560 - Cabo Branco, João Pessoa - PB",joao-pessoa,80,4 Quartos,1 Banheiro,2 Vagas,Piscina Mobiliado Churrasqueira Academia Aceita animais ...,R$ 5.500 /mês,R$ 5.500 /mês,,2022-06-23 16:35
5123,"Avenida Cabo Branco - Cabo Branco, João Pessoa - PB",joao-pessoa,60,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Aceita animais ...,R$ 2.800 /ano,R$ 2.800 /ano,,2022-06-23 16:35
5124,"Rua Euzely Fabrício de Souza - Manaíra, João Pessoa - PB",joao-pessoa,72,3 Quartos,2 Banheiros,1 Vaga,Cozinha Garagem Condomínio fechado,R$ 2.000 /mês,R$ 270.000,,2022-06-23 16:35
5125,"Rua Valdemar Chianca, 139 - Jardim Oceania, João Pessoa - PB",joao-pessoa,65,2 Quartos,2 Banheiros,2 Vagas,Piscina Elevador Condomínio fechado Academia Aceita animais ...,R$ 2.800 /mês,R$ 2.800 /mês,,2022-06-23 16:35
5126,"Castelo Branco, João Pessoa - PB",joao-pessoa,56,2 Quartos,2 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 1.900 /mês,R$ 1.900 /mês,,2022-06-23 16:35
5127,"Rua Tabelião José Ramalho Leite, 1280 - Cabo Branco, João Pessoa - PB",joao-pessoa,110,3 Quartos,3 Banheiros,2 Vagas,Aceita animais Elevador Salão de festas,R$ 2.400 /mês,R$ 2.400 /mês,,2022-06-23 16:35
5128,"Rua Antônio Dias de Freitas, 87 - Bancários, João Pessoa - PB",joao-pessoa,60,2 Quartos,2 Banheiros,1 Vaga,Interfone Sauna,R$ 900 /mês,Preço abaixo do mercado,R$ 180,2022-06-23 16:35
5129,"Rua Jorge Faraj - Miramar, João Pessoa - PB",joao-pessoa,87,3 Quartos,3 Banheiros,1 Vaga,Piscina Churrasqueira Elevador Academia Aceita animais ...,R$ 2.500 /mês,R$ 2.500 /mês,,2022-06-23 16:35
5130,"Avenida Governador Argemiro de Figueiredo - Jardim Oceania, João Pessoa - PB",joao-pessoa,70,2 Quartos,2 Banheiros,1 Vaga,Piscina Portaria 24h Ar-condicionado Cozinha americana,R$ 4.600 /mês,R$ 4.600 /mês,,2022-06-23 16:35
5131,"Avenida Presidente Epitácio Pessoa, 206 - Cabo Branco, João Pessoa - PB",joao-pessoa,49,1 Quarto,1 Banheiro,1 Vaga,Piscina Mobiliado Elevador Condomínio fechado Varanda ...,R$ 2.500 /mês,R$ 2.500 /mês,,2022-06-23 16:35
5132,"Avenida Adolfo Loureiro França, 295 - Cabo Branco, João Pessoa - PB",joao-pessoa,60,2 Quartos,2 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Condomínio fechado ...,R$ 3.500 /mês,R$ 3.500 /mês,,2022-06-23 16:35
5133,"Rua Sidney Clemente Dore, 330 - Tambaú, João Pessoa - PB",joao-pessoa,58,2 Quartos,1 Banheiro,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Aceita animais ...,R$ 3.500 /mês,R$ 435.000,,2022-06-23 16:35
5134,"Rua Bacharel Wilson Flávio Moreira Coutinho, 859 - Jardim Cidade Universitária, João Pessoa - PB",joao-pessoa,50,2 Quartos,1 Banheiro,1 Vaga,Churrasqueira Elevador Área de serviço Cozinha Depósito,None,None,,2022-06-23 16:35
