,address,city,area,rooms,bathrooms,garage,amenites,price_rent,condo,crawled_at
15019,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15020,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15021,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15022,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15023,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15024,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15025,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15026,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15027,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15028,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15029,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15030,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15031,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15032,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15033,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15034,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15035,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15036,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15037,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15038,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15039,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15040,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15041,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15042,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15043,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15044,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15045,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15046,"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:12
15047,"Jardim Atlântico, Florianópolis - SC",florianopolis,101,3 Quartos,3 Banheiros,2 Vagas,Sala_de_jantar Área_de_serviço,R$ 5.413 /mês,R$ 555,2022-06-23 22:13
15048,"Centro, Florianópolis - SC",florianopolis,84,2 Quartos,2 Banheiros,1 Vaga,Playground Mobiliado Salão_de_festas Sala_de_jantar Área_de_serviço,R$ 2.800 /mês,R$ 850,2022-06-23 22:13
15049,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,75,2 Quartos,1 Banheiro,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio_fechado ...,None,,2022-06-23 22:13
15050,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15051,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15052,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15053,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15054,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15055,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15056,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15057,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15058,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15059,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15060,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15061,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15062,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15063,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15064,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15065,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15066,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15067,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15068,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15069,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15070,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15071,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15072,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15073,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15074,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15075,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15076,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15077,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15078,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15079,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15080,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15081,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15082,"Rua Lázaro de Oliveira Souza, 953 - Ingleses do Rio Vermelho, Florianópolis - SC",florianopolis,,,,,None,None,,2022-06-23 22:13
15083,"SGCV Lote 27, 27 - Zona Industrial, Brasília - DF",brasilia,75,2 Quartos,3 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio_fechado ...,R$ 5.500 /mês,R$ 1.000,2022-06-23 22:13
15084,"Rua 12 Chácara 307, Residencial Aquarius - Setor Habitacional Vicente Pires, Brasília - DF",brasilia,65,2 Quartos,1 Banheiro,1 Vaga,Elevador Condomínio_fechado Aceita_animais Portaria_24h Acesso_para_deficientes ...,R$ 1.350 /mês,,2022-06-23 22:13
15085,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,110,3 Quartos,3 Banheiros,2 Vagas,Churrasqueira Elevador Condomínio_fechado Academia Aceita_animais ...,R$ 3.300 /mês,R$ 708,2022-06-23 22:13
15086,"SQS 303 Bloco K, 203 - Asa Sul, Brasília - DF",brasilia,110,3 Quartos,4 Banheiros,1 Vaga,None,R$ 5.500 /mês,,2022-06-23 22:13
15087,"SQSW 301 Bloco C, 307 - Setor Sudoeste, Brasília - DF",brasilia,89,3 Quartos,3 Banheiros,1 Vaga,Elevador Aceita_animais Ar-condicionado Jardim Playground ...,R$ 4.800 /mês,R$ 680,2022-06-23 22:13
15088,"SQS 203 Bloco G, 304 - Asa Sul, Brasília - DF",brasilia,360,4 Quartos,5 Banheiros,2 Vagas,Mobiliado Elevador Ar-condicionado Varanda_gourmet Bicicletário ...,R$ 20.000 /mês,R$ 2.800,2022-06-23 22:13
15089,"SQN 410 Bloco N, 310 - Asa Norte, Brasília - DF",brasilia,45,2 Quartos,1 Banheiro,-- Vaga,None,R$ 2.400 /mês,R$ 530,2022-06-23 22:13
15090,"QS 5 Rua 470, 22 - Areal, Brasília - DF",brasilia,90,1 Quarto,1 Banheiro,-- Vaga,None,R$ 950 /mês,,2022-06-23 22:13
15091,"SQNW 111 Bloco H, 308 - Setor Noroeste, Brasília - DF",brasilia,129,3 Quartos,3 Banheiros,2 Vagas,Piscina Mobiliado Churrasqueira Elevador Academia ...,R$ 6.900 /mês,R$ 1.280,2022-06-23 22:13
15092,"EPTG EQ 3/4, 2 - Quadras Economicas Lucio Costa, Brasília - DF",brasilia,32,1 Quarto,1 Banheiro,1 Vaga,Elevador Condomínio_fechado Aceita_animais Ar-condicionado Bicicletário ...,R$ 1.000 /mês,R$ 252,2022-06-23 22:13
15093,"Chácara 64 - Setor Habitacional Vicente Pires, Brasília - DF",brasilia,32,1 Quarto,1 Banheiro,-- Vaga,Churrasqueira Elevador Condomínio_fechado Espaço_gourmet Salão_de_festas ...,R$ 650 /mês,R$ 80,2022-06-23 22:13
15094,"SQS 415 Bloco M - Asa Sul, Brasília - DF",brasilia,55,2 Quartos,1 Banheiro,-- Vaga,None,R$ 2.100 /mês,R$ 390,2022-06-23 22:13
15095,"SQSW 305, 0 - Setor Sudoeste, Brasília - DF",brasilia,83,2 Quartos,3 Banheiros,1 Vaga,Piscina Mobiliado Elevador Condomínio_fechado Academia ...,R$ 5.500 /mês,R$ 960,2022-06-23 22:13
15096,"QS 303 Conjunto 2, 0 - Samambaia Sul, Brasília - DF",brasilia,50,2 Quartos,1 Banheiro,1 Vaga,Churrasqueira Elevador Condomínio_fechado Aceita_animais Jardim ...,R$ 900 /mês,R$ 237,2022-06-23 22:13
15097,"SCRN 712/713 Bloco E, 102 - Asa Norte, Brasília - DF",brasilia,35,1 Quarto,1 Banheiro,-- Vaga,Elevador Aceita_animais,R$ 980 /mês,R$ 180,2022-06-23 22:13
15098,"QS 122 Conjunto 4, 0 - Samambaia, Brasília - DF",brasilia,60,2 Quartos,1 Banheiro,-- Vaga,None,R$ 1.050 /mês,,2022-06-23 22:13
15099,"Rua 21, 303 - Guará, Brasília - DF",brasilia,50,1 Quarto,1 Banheiro,-- Vaga,Aceita_animais,R$ 850 /mês,,2022-06-23 22:13
15100,"Quadra 101 Conjunto 4, 304 - Samambaia Sul, Brasília - DF",brasilia,36,2 Quartos,1 Banheiro,1 Vaga,Elevador Condomínio_fechado Aceita_animais Bicicletário Portaria_24h ...,R$ 1.050 /mês,,2022-06-23 22:13
15101,"QI 14 Bloco E, 312 - Guara I, Brasília - DF",brasilia,68,2 Quartos,2 Banheiros,1 Vaga,Condomínio_fechado Aceita_animais Área_de_serviço Bicicletário Armário_embutido ...,R$ 1.600 /mês,R$ 500,2022-06-23 22:13
15102,"SQS 402 Bloco K, 203 - Asa Sul, Brasília - DF",brasilia,80,2 Quartos,2 Banheiros,-- Vaga,Condomínio_fechado Portaria_24h,R$ 2.800 /mês,R$ 663,2022-06-23 22:13
15103,"SHS Quadra - Asa Sul, Brasília - DF",brasilia,42,1 Quarto,1 Banheiro,-- Vaga,Interfone Elevador Piscina Salão_de_festas,R$ 2.200 /mês,R$ 1.980,2022-06-23 22:13
15104,"SQS 303 Bloco F, 204 - Asa Sul, Brasília - DF",brasilia,200,4 Quartos,2 Banheiros,1 Vaga,Elevador Interfone Área_de_serviço,R$ 5.500 /mês,R$ 1.510,2022-06-23 22:13
15105,"Terceira Avenida Blocos 1420A/1550B, 104 - Núcleo Bandeirante, Brasília - DF",brasilia,35,1 Quarto,1 Banheiro,-- Vaga,None,R$ 750 /mês,R$ 170,2022-06-23 22:13
15106,"QS 9 Rua 123, 0 - Areal, Brasília - DF",brasilia,34,1 Quarto,1 Banheiro,1 Vaga,Mobiliado Condomínio_fechado Aceita_animais Portaria_24h Cozinha_americana ...,R$ 1.150 /mês,,2022-06-23 22:13
15107,"Rua 21, 01 - Guara II, Brasília - DF",brasilia,40,1 Quarto,1 Banheiro,-- Vaga,Interfone Varanda_gourmet,R$ 850 /mês,,2022-06-23 22:13
15108,"QR 517 Conjunto 10, 11 - Samambaia Sul, Brasília - DF",brasilia,45,2 Quartos,1 Banheiro,-- Vaga,None,R$ 880 /mês,,2022-06-23 22:13
15109,"Rua 18, 18 - Aguas Claras, Brasília - DF",brasilia,62,2 Quartos,2 Banheiros,1 Vaga,Piscina Churrasqueira Condomínio_fechado Academia Espaço_gourmet ...,R$ 2.900 /mês,R$ 550,2022-06-23 22:13
15110,"Quadra 1 - Setor Sul, Brasília - DF",brasilia,40,2 Quartos,2 Banheiros,-- Vaga,None,R$ 780 /mês,R$ 50,2022-06-23 22:13
15111,"ADE 400 Conjunto 5, 2 - Recanto das Emas, Brasília - DF",brasilia,40,2 Quartos,1 Banheiro,-- Vaga,Aceita_animais,R$ 700 /mês,,2022-06-23 22:13
15112,"CCSW 1 Lote 4 Bloco C, 0 - Setor Sudoeste, Brasília - DF",brasilia,26,1 Quarto,1 Banheiro,-- Vaga,Mobiliado Condomínio_fechado Academia Ar-condicionado Salão_de_festas ...,R$ 2.600 /mês,R$ 410,2022-06-23 22:13
15113,"SQNW 311 Bloco E - Setor Noroeste, Brasília - DF",brasilia,39,1 Quarto,1 Banheiro,1 Vaga,Piscina Churrasqueira Academia Espaço_gourmet Jardim ...,R$ 2.000 /mês,R$ 435,2022-06-23 22:13
15114,"QRSW 1 Bloco A-3, 302 - Setor Sudoeste, Brasília - DF",brasilia,60,1 Quarto,1 Banheiro,-- Vaga,Aceita_animais,R$ 2.200 /mês,R$ 470,2022-06-23 22:13
15115,"Avenida das Castanheiras, 350 - Norte, Brasília - DF",brasilia,31,1 Quarto,1 Banheiro,-- Vaga,None,R$ 1.200 /mês,R$ 405,2022-06-23 22:13
15116,"QRSW 2, 115 - Setor Sudoeste, Brasília - DF",brasilia,32,1 Quarto,1 Banheiro,-- Vaga,Interfone,R$ 1.100 /mês,R$ 298,2022-06-23 22:13
15117,"Setor de Indústrias, 0 - Setor Leste, Brasília - DF",brasilia,60,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Academia Espaço_gourmet Playground ...,R$ 2.200 /mês,,2022-06-23 22:13
15118,"Sobradinho, Brasília - DF",brasilia,60,2 Quartos,2 Banheiros,-- Vaga,None,R$ 1.100 /mês,R$ 370,2022-06-23 22:13
15119,"SGCV Lote 27, 27 - Zona Industrial, Brasília - DF",brasilia,75,2 Quartos,3 Banheiros,1 Vaga,Piscina Mobiliado Churrasqueira Elevador Condomínio_fechado ...,R$ 5.500 /mês,R$ 1.000,2022-06-23 22:13
15120,"Rua 12 Chácara 307, Residencial Aquarius - Setor Habitacional Vicente Pires, Brasília - DF",brasilia,65,2 Quartos,1 Banheiro,1 Vaga,Elevador Condomínio_fechado Aceita_animais Portaria_24h Acesso_para_deficientes ...,R$ 1.350 /mês,,2022-06-23 22:13
15121,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,110,3 Quartos,3 Banheiros,2 Vagas,Churrasqueira Elevador Condomínio_fechado Academia Aceita_animais ...,None,,2022-06-23 22:13
15122,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15123,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15124,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15125,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15126,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15127,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15128,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15129,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15130,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15131,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15132,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15133,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15134,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15135,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15136,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15137,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15138,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15139,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15140,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15141,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15142,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15143,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15144,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15145,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15146,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15147,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15148,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15149,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15150,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15151,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15152,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15153,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15154,"Quadra 201, 201 - Sul, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15155,"Setor de Indústrias, 0 - Setor Leste, Brasília - DF",brasilia,60,2 Quartos,1 Banheiro,1 Vaga,Piscina Churrasqueira Academia Espaço_gourmet Playground ...,R$ 2.200 /mês,,2022-06-23 22:13
15156,"SCES Trecho 4, 0 - Asa Sul, Brasília - DF",brasilia,49,1 Quarto,1 Banheiro,-- Vaga,Piscina Mobiliado Elevador Condomínio_fechado Academia ...,R$ 4.450 /mês,,2022-06-23 22:13
15157,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,33,,,,None,None,,2022-06-23 22:13
15158,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15159,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15160,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15161,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15162,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15163,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15164,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15165,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15166,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15167,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15168,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
15169,"Rua Copaíba, 607 - Aguas Claras, Brasília - DF",brasilia,,,,,None,None,,2022-06-23 22:13
